Name,Price,Date,Time
Твинста 80 мг/5 мг №28 табл.,5 690 ₸ 5 292 ₸,2024-05-06,20:13:05
"Кунжутное 100 мл масло ""Алтайские травы""",1 090 ₸ 1 014 ₸,2024-05-06,20:13:05
Дыши с имбирем и экстрактом лимонника 85 г напиток растворимый,2 860 ₸ 1 974 ₸,2024-05-06,20:13:05
Валавекс 500 мг №30 табл.п.о.,5 280 ₸ 4 911 ₸,2024-05-06,20:13:05
"Мелоксикам 15 мг/1,5 мл №5 ампулы",1 640 ₸ 1 526 ₸,2024-05-06,20:13:05
"Нафтизин 0,05% 10 мл капли наз.",115 ₸ 107 ₸,2024-05-06,20:13:05
Nutricia Infatriniti 0-18 мес. 125 мл питание энтеральное (89363),2 350 ₸,2024-05-06,20:13:05
Левосетил 5 мг/мл 20 мл капли д/приема внутрь,2 320 ₸ 2 158 ₸,2024-05-06,20:13:05
Привитусс 708 мг/100 мл суспензия для приема внутрь,4 190 ₸ 3 897 ₸,2024-05-06,20:13:05
Гриппомикс плюс с фруктозой 10 г №10 пор.д/р-ра,1 950 ₸ 1 814 ₸,2024-05-06,20:13:05
Бепантен 5% 100 г крем,5 890 ₸ 5 478 ₸,2024-05-06,20:13:05
Бепантен 5% 50 г мазь,3 870 ₸ 3 600 ₸,2024-05-06,20:13:05
Бом-Бенге 25 г мазь в тубе,540 ₸ 503 ₸,2024-05-06,20:13:05
"Тафлотан® 15 мкг/мл 2,5 мл капли глаз. флак.-кап.",4 890 ₸ 4 548 ₸,2024-05-06,20:13:05
Ривоксар 15 мг №28 табл.п.п.о.,13 430 ₸ 12 490 ₸,2024-05-06,20:13:05
Янтарная кислота Иммуно №10 табл.,190 ₸ 177 ₸,2024-05-06,20:13:05
Септолете Тотал со вкусом лимона и бузины №16 леденцы,1 970 ₸ 1 833 ₸,2024-05-06,20:13:05
Кетонал Актив 50 мг №30 гран.д/р-ра д/приема внутрь,3 890 ₸ 3 618 ₸,2024-05-06,20:13:05
Лактобаланс №28 капс.,6 160 ₸ 5 729 ₸,2024-05-06,20:13:05
Эффекс витамины для мужчин №60 капс.,5 120 ₸ 4 762 ₸,2024-05-06,20:13:05
Новокаин 5 мг/мл 5мл №10 раствор для инъекций в ампулах,550 ₸ 512 ₸,2024-05-06,20:13:05
Хептеро №30 капс.,4 970 ₸ 4 623 ₸,2024-05-06,20:13:05
Аджисепт с апельсином №24 пастилки,990 ₸ 921 ₸,2024-05-06,20:13:07
"Телзап Плюс 80 мг/12,5 мг №30 табл.",2 990 ₸ 2 781 ₸,2024-05-06,20:13:07
Мультизан® Феррум 30 мг №30 табл.,6 050 ₸ 5 627 ₸,2024-05-06,20:13:07
Прокталурон 5 мг №10 супп.рект.,4 850 ₸ 4 511 ₸,2024-05-06,20:13:07
Пепсан-P 10 г №30 гель для приема внутрь (саше),3 370 ₸ 3 135 ₸,2024-05-06,20:13:07
Ацикловир Белупо 400 мг №35 табл.,4 730 ₸ 4 399 ₸,2024-05-06,20:13:07
"Магний хелат Эвалар 1,4 г №60 табл.",6 970 ₸ 6 483 ₸,2024-05-06,20:13:07
Мукосол 250 мг/5 мл 120 мл сироп,1 515 ₸ 1 409 ₸,2024-05-06,20:13:07
Диклофенак-Тева 1% 40 г гель в тубе,1 440 ₸ 1 340 ₸,2024-05-06,20:13:07
"Хлоргексидина биглюконат 0,05% 100 мл раствор для наружного применения",170 ₸ 159 ₸,2024-05-06,20:13:07
Икервис 1 мг/мл №30 капли глазн.,43 990 ₸ 40 911 ₸,2024-05-06,20:13:07
Люголя 1% 50 мл раствор для наружного применения,590 ₸ 549 ₸,2024-05-06,20:13:07
Деготь березовый 40 мл,360 ₸ 335 ₸,2024-05-06,20:13:07
Argentocare (Аргентокеа) мята 25 мл спрей для горла,3 620 ₸ 3 367 ₸,2024-05-06,20:13:07
Экзодерил 1% 30 г крем,4 920 ₸ 4 576 ₸,2024-05-06,20:13:07
Дихлор 25 мг №30 табл.,2 130 ₸ 1 981 ₸,2024-05-06,20:13:07
Неладекс-НС 15 мл спрей наз.,3 690 ₸ 3 432 ₸,2024-05-06,20:13:07
"Ко-Валодип 5 мг/160 мг/12,5 мг №30 табл.",6 050 ₸ 5 627 ₸,2024-05-06,20:13:07
Д-Вит Ламира 5000 МЕ №30 табл.п.п.о.,5 320 ₸ 4 948 ₸,2024-05-06,20:13:07
Микозан Нэйл 10 мл набор для удаления грибкового поражения с ногтевой пластины,5 460 ₸ 5 078 ₸,2024-05-06,20:13:07
Габалир 150 мг №20 капс.,4 490 ₸ 4 176 ₸,2024-05-06,20:13:07
Локсидол 15 мг №6 супп.рект.,3 590 ₸ 3 339 ₸,2024-05-06,20:13:07
Бисопролол-Тева 10 мг №50 табл.,3 110 ₸ 2 893 ₸,2024-05-06,20:13:07
Блокатор вирусов,4 470 ₸ 3 353 ₸,2024-05-06,20:13:07
Вазелин косметический Dr.Pi 50 г туба,790 ₸ 735 ₸,2024-05-06,20:13:07
Белогент 30 г крем д/наружного прим.,1 990 ₸ 1 851 ₸,2024-05-06,20:13:07
Лонгидаза 3000 МЕ №10 супп. ваг и рек,5 920 ₸ 5 506 ₸,2024-05-06,20:13:07
Эмерон 2% 50 г гель,2 590 ₸ 2 409 ₸,2024-05-06,20:13:07
"Ацетил-глутатион 0,5 г №30 табл.",12 880 ₸ 11 979 ₸,2024-05-06,20:13:07
Бруфен Рапид 400 мг №10 капс.,1 330 ₸ 1 237 ₸,2024-05-06,20:13:07
Силаут 30 мл вагинальный крем-гель в тубе,9 160 ₸ 8 519 ₸,2024-05-06,20:13:07
Дексилант 30 мг №28 капс.с модиф.высвоб.,8 950 ₸ 8 324 ₸,2024-05-06,20:13:07
Зоцеф 250 мг №10 табл.п.о.,1 995 ₸ 1 856 ₸,2024-05-06,20:13:09
Экзодерил 1% 15 г крем,3 690 ₸ 3 432 ₸,2024-05-06,20:13:09
Амосин 500 мг №20 капс.,1 960 ₸ 1 823 ₸,2024-05-06,20:13:09
Инсулипон 600 мг №30 табл.п.п.о.,6 270 ₸ 5 832 ₸,2024-05-06,20:13:09
МОЛЮТРЕКС®  лосьон против кожного моллюска 3 мл,7 880 ₸ 7 329 ₸,2024-05-06,20:13:09
Лифта 10 мг №2 табл.п.п.о.,4 490 ₸ 4 176 ₸,2024-05-06,20:13:09
Кетомед 50 мг/мл(100мг/2мл)  №10 р-р для в/в. и в/м. введения в амп.,2 790 ₸ 2 595 ₸,2024-05-06,20:13:09
"Риномарис Адванс 0,1% 10 мл спрей наз.доз.",2 650 ₸ 2 465 ₸,2024-05-06,20:13:09
"Рофлоксан , 200 мг №10 табл.п.о.",2 890 ₸ 2 688 ₸,2024-05-06,20:13:09
Андазол® 200 мг №6 табл.п.п.о.,3 870 ₸ 3 600 ₸,2024-05-06,20:13:09
Лорофлю плюща 100 мл сироп,1 390 ₸ 1 293 ₸,2024-05-06,20:13:09
"Телзап Плюс 40 мг/12,5 мг №30 табл.",3 450 ₸ 3 209 ₸,2024-05-06,20:13:09
Флют Адванс №12 супп.рект.,2 250 ₸ 2 093 ₸,2024-05-06,20:13:09
Твинста 80 мг/10 мг №28 табл.,5 690 ₸ 5 292 ₸,2024-05-06,20:13:09
Алфлутоп 2 мл №10 р-р д/ин.,24 850 ₸ 23 111 ₸,2024-05-06,20:13:09
Езафосфина 5 г/50 мл №1 пор.лиофил. д/приг.р-ра для в/в ин.флак.с раств.,11 630 ₸ 10 816 ₸,2024-05-06,20:13:09
Полисорб МП 50 г пор.д/сусп. для приема внутрь,4 980 ₸ 4 632 ₸,2024-05-06,20:13:09
Ротапрост №30 капс.,5 430 ₸ 5 050 ₸,2024-05-06,20:13:09
Нутрикомп Дринк Плюс (Nutricomp Drink Plus) с клубничным вкусом 200 мл,2 640 ₸ 2 456 ₸,2024-05-06,20:13:09
"Мистинин-DF 0,01% 10 мл капли глазн.",490 ₸ 456 ₸,2024-05-06,20:13:09
Нулок 40 мг №10 капс. с пролонг.высвоб.,2 550 ₸ 2 372 ₸,2024-05-06,20:13:09
НБЛ пробиотик GOLD №20 саше,3 530 ₸ 3 283 ₸,2024-05-06,20:13:09
Дротаверин-Тева 40 мг №100 табл.,3 160 ₸ 2 939 ₸,2024-05-06,20:13:09
Флюримам 3 г №6 пор.,2 430 ₸ 2 260 ₸,2024-05-06,20:13:09
"Дихлор 12,5 мг №30 табл.",1 720 ₸ 1 600 ₸,2024-05-06,20:13:09
"Изжоганет со вкусом апельсина №20 табл.жев.  ""Алтайские травы""",890 ₸ 828 ₸,2024-05-06,20:13:09
Липертанс 20/10/10 мг №30 табл.п.п.о.,8 990 ₸ 8 361 ₸,2024-05-06,20:13:09
Флувир 30 мг №10 капс.,3 920 ₸ 3 646 ₸,2024-05-06,20:13:09
Афалаза №100 табл.,3 640 ₸ 3 386 ₸,2024-05-06,20:13:09
Микозан Нэйл 5 мл набор для удаления грибкового поражения с ногтевой пластины,3 950 ₸ 3 674 ₸,2024-05-06,20:13:09
Тримедат® форте 300 мг №20 табл.,5 250 ₸ 4 883 ₸,2024-05-06,20:13:09
Ярина® Плюс №28 табл.п.о.,6 420 ₸ 5 971 ₸,2024-05-06,20:13:09
Остеосил Д3 №30 табл.,5 870 ₸ 5 460 ₸,2024-05-06,20:13:10
Гель для десен при прорезывании зубов Bumbala 20 мл,2 195 ₸ 1 976 ₸,2024-05-06,20:13:10
ВитаВит Железо №30 капс.,4 840 ₸ 4 502 ₸,2024-05-06,20:13:10
ВитаВит Омега-3 1000 мг №30 капс.,4 840 ₸ 4 502 ₸,2024-05-06,20:13:10
Коринфар -Тева 10 мг №100 табл.п.о.,2 150 ₸ 2 000 ₸,2024-05-06,20:13:10
Дефлю сильвер горло 30 мл спрей,3 990 ₸ 3 711 ₸,2024-05-06,20:13:10
Ацетилцистеин-Тева 200 мг №20 гран.д/сусп. для приема внутрь,1 990 ₸ 1 851 ₸,2024-05-06,20:13:10
Лацидофил® WM №20 капс.,4 320 ₸ 4 018 ₸,2024-05-06,20:13:10
"Ревмафлекс 0,31 г №60 капс.",5 640 ₸ 5 246 ₸,2024-05-06,20:13:10
Коликид 40 мг/мл 30 мл суспензия для приема внутрь,1 690 ₸ 1 572 ₸,2024-05-06,20:13:10
"Золотая звезда ингасепт 0,3% 15 мл спрей",1 170 ₸ 995 ₸,2024-05-06,20:13:10
Вижн Комфорт 100 мл р-р для линз,1 450 ₸ 1 349 ₸,2024-05-06,20:13:10
Калия хлорид 40 мг/мл 10 мл №10 раствор для инъекций в ампулах,780 ₸ 726 ₸,2024-05-06,20:13:10
Фитомуцил Норм 180 г пор.,5 990 ₸ 5 571 ₸,2024-05-06,20:13:10
Vichy Homme против избыточного потоотделения 72 часа дезодорант мужской 50 мл (362),7 990 ₸ 7 431 ₸,2024-05-06,20:13:10
Хартил® -Д 5 мг/25 мг №28 табл.п.о.,3 930 ₸ 3 655 ₸,2024-05-06,20:13:10
Гептрал 500 мг №5 пор.лиофил. д/приг.р-ра для в/в и в/м ин.флак.с раств.,15 690 ₸ 14 592 ₸,2024-05-06,20:13:10
Кардоритм 10 мг №30 табл.п.п.о.,1 455 ₸ 1 354 ₸,2024-05-06,20:13:10
"Кызыл Май 0,5 г №50 масло полифитовое",1 590 ₸ 1 479 ₸,2024-05-06,20:13:10
Д-Вит Ламира 10000 МЕ №30 табл.п.п.о.,9 540 ₸ 8 873 ₸,2024-05-06,20:13:10
"5-гидрокситриптофан (5-HTP) 100 мг №60 по 0,25 г капс.",7 690 ₸ 7 152 ₸,2024-05-06,20:13:10
Фаниган GR 50 мг №10 табл.,550 ₸ 512 ₸,2024-05-06,20:13:10
Актовегин 40 мг/мл 5мл №5 раствор для инъекций в ампулах,4 070 ₸ 3 786 ₸,2024-05-06,20:13:10
Панадол детский 24 мг/мл 100 мл сусп. для приема внутрь детск.,1 480 ₸ 1 377 ₸,2024-05-06,20:13:10
Толперизон-ЛФ 150 мг №30 табл.п.п.о.,1 690 ₸ 1 572 ₸,2024-05-06,20:13:10
Аджифер® 20 мг/мл №5 р-р д/ин.,14 090 ₸ 13 104 ₸,2024-05-06,20:13:10
Телзап 80 мг №30 табл.,3 290 ₸ 3 060 ₸,2024-05-06,20:13:10
Бонеост 150 мг №1 табл.п.п.о.,11 340 ₸ 10 547 ₸,2024-05-06,20:13:10
"Сомнол 7,5 мг №30 табл.п.о.",4 380 ₸ 4 074 ₸,2024-05-06,20:13:10
Валтеро 500 мг №30 табл.п.п.о.,5 830 ₸ 5 422 ₸,2024-05-06,20:13:10
Леденцы Dr.Theiss от кашля шалфей и апельсин+витамин С 75 г,1 150 ₸ 1 070 ₸,2024-05-06,20:13:10
Витамин С + цинк №30 капс.пролонг.,1 090 ₸ 1 014 ₸,2024-05-06,20:13:10
Бузина Иммунитет №20 табл.шип.,3 550 ₸ 3 302 ₸,2024-05-06,20:13:13
Аторис 20 мг №90 табл.п.п.о.,8 090 ₸ 7 524 ₸,2024-05-06,20:13:13
Лорофлю подорожника 100 мл сироп,1 390 ₸ 1 293 ₸,2024-05-06,20:13:13
Лазолван 30 мг №20 табл.,1 720 ₸ 1 600 ₸,2024-05-06,20:13:13
Скорая помощь 35 мл бальзам для ран (с подорожником),690 ₸ 642 ₸,2024-05-06,20:13:13
Белосалик 15 г мазь д/наружного прим.,1 490 ₸ 1 386 ₸,2024-05-06,20:13:13
Алмагель А 10 мл №10 сусп. для приема внутрь саше,1 990 ₸ 1 851 ₸,2024-05-06,20:13:13
"Латасопт 0,005% 2,5 мл капли глазн.",6 220 ₸ 5 785 ₸,2024-05-06,20:13:13
"Цимицифуга с комплексом витаминов для женщин 45+ ""Алтайские травы"" №60 табл.",3 530 ₸ 3 283 ₸,2024-05-06,20:13:13
Алтайский спасатель 30 г бальзам при различных повреждениях кожи,960 ₸ 893 ₸,2024-05-06,20:13:13
Кардоритм 5 мг №30 табл.п.п.о.,1 135 ₸ 1 056 ₸,2024-05-06,20:13:13
Нейрокобал 500 мкг №30 табл.,3 140 ₸ 2 921 ₸,2024-05-06,20:13:13
Сумамокс 200 мг/5 мл 13 г гран.д/сусп. для приема внутрь,2 145 ₸ 1 995 ₸,2024-05-06,20:13:13
Гриппостад Горячий напиток 5 г №10 пор.,2 250 ₸ 2 093 ₸,2024-05-06,20:13:13
Ацикловир Белупо 5% 5 г крем д/наружного прим.,790 ₸ 735 ₸,2024-05-06,20:13:13
Д3 Вит +К2 №60 капс.,4 830 ₸ 4 492 ₸,2024-05-06,20:13:13
Ротафер плюс №30 капс.,4 240 ₸ 3 944 ₸,2024-05-06,20:13:13
Актовегин 40 мг/мл 10 мл №5 раствор для инъекций в ампулах,7 690 ₸ 7 152 ₸,2024-05-06,20:13:13
Ферментаза Дуо 150 мг + 30 мг №20 капс.,3 230 ₸ 3 004 ₸,2024-05-06,20:13:13
Бруфен Рапид 200 мг №20 капс.,1 590 ₸ 1 479 ₸,2024-05-06,20:13:13
Бифидумбактерин-Экополис 300 мг №10 флак.,790 ₸ 735 ₸,2024-05-06,20:13:13
ВитаВит Цинк 30 мг №30 капс.,4 840 ₸ 4 502 ₸,2024-05-06,20:13:13
Ротадон 1500 мг №20 пор.д/р-ра для приема внутрь,6 580 ₸ 6 120 ₸,2024-05-06,20:13:13
Леденцы Dr.Theiss от кашля со вкусом липы и лимона+витамин С 75 г,1 190 ₸ 1 107 ₸,2024-05-06,20:13:13
Амосин 250 мг №20 капс.,1 350 ₸ 1 256 ₸,2024-05-06,20:13:13
Эзомепразол-Тева 20 мг №14 табл.п.о.,3 560 ₸ 3 311 ₸,2024-05-06,20:13:13
"Липотропный фактор 1,2 г №60 табл.",5 490 ₸ 5 106 ₸,2024-05-06,20:13:13
Нимулид ЛТ 100 мг №10 табл.дисперг. в полости рта,1 330 ₸ 1 237 ₸,2024-05-06,20:13:13
Розумак 10 мг №30 табл.п.о.,2 090 ₸ 1 944 ₸,2024-05-06,20:13:13
Венодиол №60 табл.,6 190 ₸ 5 757 ₸,2024-05-06,20:13:13
Пантопразол 40 мг №30 табл.п.о.раствор./кишечн.,2 695 ₸ 2 507 ₸,2024-05-06,20:13:13
Зоник 150 мг №56 капс.,13 580 ₸ 12 630 ₸,2024-05-06,20:13:13
Леденцы Dr.Theiss от кашля эвкалипт и ментол+витамин С 75 г,1 150 ₸ 1 070 ₸,2024-05-06,20:13:16
Ламиктал 100 мг №30 табл.жев.,7 350 ₸ 6 836 ₸,2024-05-06,20:13:16
Синегра® 25 мг №4 табл.п.о.,2 995 ₸ 2 786 ₸,2024-05-06,20:13:16
Эрбинол 1% 20 мл спрей наружн.,2 680 ₸ 2 493 ₸,2024-05-06,20:13:16
"Лориста® Н 50 мг/12,5 мг №84 табл.п.п.о.",7 690 ₸ 7 152 ₸,2024-05-06,20:13:16
Периндоприл-Тева 10 мг №30 табл.,4 050 ₸ 3 767 ₸,2024-05-06,20:13:16
Сумамокс 100 мг/5 мл 8 г гран.д/сусп. для приема внутрь,1 620 ₸ 1 507 ₸,2024-05-06,20:13:16
Тайлол хот С №12 пор.д/р-ра для приема внутрь,2 225 ₸ 2 070 ₸,2024-05-06,20:13:16
Демотон-Д лиофилизат для приготовления раствора для в/в и в/м введения (1 флакон),3 860 ₸ 3 590 ₸,2024-05-06,20:13:16
"Флоксимед 0,3% 5 мл капли глазн.",2 330 ₸ 2 167 ₸,2024-05-06,20:13:16
Цефазолина натриевая соль 1 г №1 пор. д/ин.фл.,190 ₸ 177 ₸,2024-05-06,20:13:16
Централ-Б №30 капс.,3 640 ₸ 3 386 ₸,2024-05-06,20:13:16
"Мистинин-DF 0,01% 100 мл раствор для наружного применения",1 770 ₸ 1 647 ₸,2024-05-06,20:13:16
Ацетилцистеин-Тева 200 мг №50 гран.д/сусп. для приема внутрь,3 440 ₸ 3 200 ₸,2024-05-06,20:13:16
Непафлам 0.1% 5 мл капли глазн. сусп.,4 935 ₸ 4 590 ₸,2024-05-06,20:13:16
ВитаВит kids Мультивитамин с тропическим вкусом №60 табл.жев.,4 840 ₸ 4 502 ₸,2024-05-06,20:13:16
Кантаб 8 мг №28 табл.,3 130 ₸ 2 911 ₸,2024-05-06,20:13:16
La Roche-Posay Kerium DS крем д/кожи склонной к себорейному дерматиту 40 мл (1793),11 750 ₸ 10 928 ₸,2024-05-06,20:13:16
"Скин-кап 0,2% 50 г крем в тубе",8 850 ₸ 8 231 ₸,2024-05-06,20:13:16
Персен №20 табл.п.о.,2 050 ₸ 1 907 ₸,2024-05-06,20:13:16
Вагилак №10 супп.ваг.,4 360 ₸ 4 055 ₸,2024-05-06,20:13:16
Овсяное молочко 150 г пор.,445 ₸ 414 ₸,2024-05-06,20:13:16
Бетмига 50 мг №30 табл.п.п.о.пролонг.высвоб.,16 320 ₸ 15 178 ₸,2024-05-06,20:13:16
Урорек 4 мг №30 капс.тверд.,7 055 ₸ 6 562 ₸,2024-05-06,20:13:16
Цетрин® форте 5 мг + 10 мг №30 табл.п.п.о.,4 840 ₸ 4 502 ₸,2024-05-06,20:13:16
"Витамин С ""Amavito"" 1000 мг №20 табл.шип.",1 480 ₸ 1 377 ₸,2024-05-06,20:13:16
"Витамин D3 ""Amavito"" 2000 МЕ №20 табл.шип.",2 050 ₸ 1 907 ₸,2024-05-06,20:13:16
Вижн Комфорт 350 мл р-р для линз,2 790 ₸ 2 595 ₸,2024-05-06,20:13:16
ГЛИЦ для детей 1500 мг №12 супп.рект.,2 170 ₸ 2 019 ₸,2024-05-06,20:13:16
Рипронат 500 мг №60 капсулы желат.,5 280 ₸ 4 911 ₸,2024-05-06,20:13:16
Пиковит Мульти Мишки №27 табл.жев.,2 570 ₸ 2 391 ₸,2024-05-06,20:13:16
"Бальзам массажный BIOGER 50 г на барсучьем жире ""103 помощь""",650 ₸ 605 ₸,2024-05-06,20:13:16
Футарон 1% 5 г капли глазн.,1 990 ₸ 1 851 ₸,2024-05-06,20:13:18
Валсартан/Амлодипин – Тева 80 мг/5 мг №30 табл.п.о.,3 480 ₸ 3 237 ₸,2024-05-06,20:13:18
"Мультивитамин ""Amavito"" №20 табл.шип.",1 480 ₸ 1 377 ₸,2024-05-06,20:13:18
Линкас лор со вкусом мяты №16 табл.,870 ₸ 810 ₸,2024-05-06,20:13:18
Декатилен №20 табл.д/рассас.,3 090 ₸ 2 874 ₸,2024-05-06,20:13:18
Секнидокс 1 г №2 табл.п.о.,2 990 ₸ 2 781 ₸,2024-05-06,20:13:18
Стрепсилс для детей со вкусом клубники №16 леденцы,1 390 ₸ 1 293 ₸,2024-05-06,20:13:18
Леденцы Dr.Theiss от кашля швейцарские травы с медом+витамин С 75 г,1 150 ₸ 1 070 ₸,2024-05-06,20:13:18
Медролгин 10 мг №20 табл.п.п.о.,830 ₸ 772 ₸,2024-05-06,20:13:18
Долфин средство д/промывания носовой полости №30 пак. 2 г для взрослых,2 120 ₸ 1 972 ₸,2024-05-06,20:13:18
Мультизан® Феррум L №30 табл.,6 580 ₸ 6 120 ₸,2024-05-06,20:13:18
Нурофен Экспресс 200 мг №20 капс.,2 130 ₸ 1 981 ₸,2024-05-06,20:13:18
"Сантабрим 0,1% 5 мл капли глазн.",2 590 ₸ 2 409 ₸,2024-05-06,20:13:18
Гербион® Исландского мха 150 мл сироп,2 090 ₸ 1 944 ₸,2024-05-06,20:13:18
Сертохол 250 мг №20 капс.,6 130 ₸ 5 701 ₸,2024-05-06,20:13:18
Пантопразол 20 мг №30 табл.п.о.раствор./кишечн.,2 130 ₸ 1 981 ₸,2024-05-06,20:13:18
Звездочка бальзам 1 г ароматический карандаш,1 050 ₸ 977 ₸,2024-05-06,20:13:18
Реулак 5 мл капли д/приема внутрь,3 940 ₸ 3 665 ₸,2024-05-06,20:13:18
Инестом 1г /10 мл №10 р-р для приема внутрь,5 990 ₸ 5 571 ₸,2024-05-06,20:13:18
Д3 Вит 500 МЕ 30 мл масляный р-р в виде спрея для приема внутрь,3 440 ₸ 3 200 ₸,2024-05-06,20:13:18
Омепразол-Аджио 20 мг №30 капс.,360 ₸ 335 ₸,2024-05-06,20:13:18
Гамалате В6 №60 табл.п.о.,3 890 ₸ 3 618 ₸,2024-05-06,20:13:18
Дукресса 5 мг/мл+1 мг/мл капли глазн.,3 790 ₸ 3 525 ₸,2024-05-06,20:13:18
Цефанорм 4 мг №30 капс.,4 980 ₸ 4 632 ₸,2024-05-06,20:13:18
Леденцы Dr.Theiss от кашля шалфей и лимонная мелисса+витамин С 75 г,1 150 ₸ 1 070 ₸,2024-05-06,20:13:18
Кеторол® Экспресс 10 мг №20 табл.п.о.,790 ₸ 735 ₸,2024-05-06,20:13:18
Самитол® 500 мг №4 табл.п.о.,2 310 ₸ 2 149 ₸,2024-05-06,20:13:18
Хронотрон в виде геля на основе полинуклеотидов 20 мг/мл 2 мл имплантат инъекционный д/внутрисуставного введения,43 990 ₸ 40 911 ₸,2024-05-06,20:13:18
Карсил® Макс 110 мг №30 капс.,3 135 ₸ 2 916 ₸,2024-05-06,20:13:18
Мини Доктор Омега №30 капсулы жеват.,4 530 ₸ 4 213 ₸,2024-05-06,20:13:18
Чистая слеза с гиалуроновой кислотой 10 мл капли для глаз,2 660 ₸ 2 474 ₸,2024-05-06,20:13:18
Невис Актив YeniVita 50 мл капли,4 050 ₸ 3 767 ₸,2024-05-06,20:13:18
"Дифертон 1,43 мг №60 табл.п.о.",9 230 ₸ 8 584 ₸,2024-05-06,20:13:21
Леденцы Dr.Theiss от кашля шалфей и мед+витамин С 75 г,1 150 ₸ 1 070 ₸,2024-05-06,20:13:21
Зимакс 100 мг/5 мл пор.д/сусп.,2 980 ₸ 2 772 ₸,2024-05-06,20:13:21
Феназепам® 1 мг №50 табл.дисперг. в полости рта,4 470 ₸ 4 158 ₸,2024-05-06,20:13:21
Тадалекс 5 мг №14 табл.п.о.,12 460 ₸ 11 588 ₸,2024-05-06,20:13:21
Офтолик Баланс 10 мл р-р увл. офтальмологический,5 190 ₸ 4 827 ₸,2024-05-06,20:13:21
Панкрим®  10000 табл.п.о. №20,1 430 ₸ 1 330 ₸,2024-05-06,20:13:21
Кантаб 16 мг №28 табл.,3 870 ₸ 3 600 ₸,2024-05-06,20:13:21
Нозейлин-НС 15 мл спрей наз.,1 190 ₸ 1 107 ₸,2024-05-06,20:13:21
Предуктал ОД 80 мг №30 капс. с пролонг.высвоб.,5 970 ₸ 5 553 ₸,2024-05-06,20:13:21
Ревматол №30 табл.,10 460 ₸ 9 728 ₸,2024-05-06,20:13:21
Осельтамивир NOBEL® 75 мг №10 капс.,6 090 ₸ 5 664 ₸,2024-05-06,20:13:21
ВитаВит kids D3 с малиновым вкусом 400 МЕ №60 табл.жев.,4 840 ₸ 4 502 ₸,2024-05-06,20:13:21
Марисоль imuno 50 мл спрей д/носа с сульфатом цинка,1 680 ₸ 1 563 ₸,2024-05-06,20:13:21
Азитромицин 500 мг №3 табл.п.п.о.,1 350 ₸ 1 256 ₸,2024-05-06,20:13:21
Генеролон 2% 60 мл спрей д/наружного прим.,3 590 ₸ 3 339 ₸,2024-05-06,20:13:21
Эстидерм-ТК раствор для наружного применения 10 мг/мл 20 мл,3 760 ₸ 3 497 ₸,2024-05-06,20:13:21
Персен №40 табл.п.о.,3 490 ₸ 3 246 ₸,2024-05-06,20:13:21
Скин-кап 1% 150 мл шамп.,8 750 ₸ 8 138 ₸,2024-05-06,20:13:21
Селтавир 75 мг №10 капс.,3 840 ₸ 3 572 ₸,2024-05-06,20:13:21
Мультизан® Феррум 12 мг №30 табл.дисперг.,5 690 ₸ 5 292 ₸,2024-05-06,20:13:21
Кванил 1000 мг/4 мл №10 р-р для в/в. и в/м. введения в амп.,6 980 ₸ 6 492 ₸,2024-05-06,20:13:21
Лидин - DF 30 мл спрей наружн.,1 490 ₸ 1 386 ₸,2024-05-06,20:13:21
Линкас Плющ 120 мл сироп,1 480 ₸ 1 377 ₸,2024-05-06,20:13:21
Повидон-Йод-DF 100 мл р-р д/наружного и местн примен,720 ₸ 670 ₸,2024-05-06,20:13:21
Дентора 20 г №1 гель стоматологический,1 670 ₸ 1 554 ₸,2024-05-06,20:13:21
Прексетил ДР 10 мг/10 мг №30 табл.,5 990 ₸ 5 571 ₸,2024-05-06,20:13:21
Актовегин 40 мг/мл 2 мл №25 раствор для инъекций в ампулах,6 990 ₸ 6 501 ₸,2024-05-06,20:13:21
Вирупринол 50 мг/мл 120 мл сироп,2 825 ₸ 2 260 ₸,2024-05-06,20:13:21
Алигра №14 капс.,4 720 ₸ 4 390 ₸,2024-05-06,20:13:21
Максилак синбиотик №10 капс.,2 820 ₸ 2 538 ₸,2024-05-06,20:13:21
Нормомед®  сироп 120 мл,2 750 ₸ 2 558 ₸,2024-05-06,20:13:21
Сульфасалазин-ЕН 500 мг №50 табл.п.о.,3 990 ₸ 3 711 ₸,2024-05-06,20:13:23
Травазол 15 г крем,4 490 ₸ 4 176 ₸,2024-05-06,20:13:23
"Офломил 5% 2,5 мл лак д/ногтей",7 430 ₸ 6 910 ₸,2024-05-06,20:13:23
Флориоза №10 саше-пакеты,3 435 ₸ 3 195 ₸,2024-05-06,20:13:23
Персен ночной №20 капс.,3 790 ₸ 3 525 ₸,2024-05-06,20:13:23
Плантомуцил 5 г №30 пак. (псиллиум+слива),4 120 ₸ 3 832 ₸,2024-05-06,20:13:23
Сульсен Мите 150 мл шампунь сульсеновый против перхоти,1 540 ₸ 1 433 ₸,2024-05-06,20:13:23
Флексотрон КЛАССИК 1% 10 мг/мл 2 мл имплантат вязкоэластичный стерильный для внутрисуставных инъекций,17 380 ₸ 16 164 ₸,2024-05-06,20:13:23
Голд Рэй №10 капс.,6 990 ₸ 6 501 ₸,2024-05-06,20:13:23
Нормомед® 500 мг №50 табл.,4 750 ₸ 4 418 ₸,2024-05-06,20:13:23
